proteinA,Gene_Symbol,proteinB,Accession
Q9NXJ0,MS4A12,SARS-CoV-2_ORF6,P0DTC6
P28290,ITPRID2,SARS-CoV-2_ORF6,P0DTC6
Q96AT1,KIAA1143,SARS-CoV-2_ORF6,P0DTC6
Q8IX03,WWC1,SARS-CoV-2_ORF6,P0DTC6
O15438,ABCC3,SARS-CoV-2_ORF6,P0DTC6
Q569H4,PRR16,SARS-CoV-2_ORF6,P0DTC6
P80297,MT1X,SARS-CoV-2_ORF6,P0DTC6
O15457,MSH4,SARS-CoV-2_ORF6,P0DTC6
Q99550,MPHOSPH9,SARS-CoV-2_ORF6,P0DTC6
Q7Z6K4,NRARP,SARS-CoV-2_ORF6,P0DTC6
Q8WVJ2,NUDCD2,SARS-CoV-2_ORF6,P0DTC6
Q8N8Z3,DIP2C-AS1,SARS-CoV-2_ORF6,P0DTC6
Q96LW4,PRIMPOL,SARS-CoV-2_ORF6,P0DTC6
Q9Y2G5,POFUT2,SARS-CoV-2_ORF6,P0DTC6
P07438,MT1B,SARS-CoV-2_ORF6,P0DTC6
P04732,MT1E,SARS-CoV-2_ORF6,P0DTC6
Q9Y6C9,MTCH2,SARS-CoV-2_ORF6,P0DTC6
P04733,MT1F,SARS-CoV-2_ORF6,P0DTC6
P47944,MT4,SARS-CoV-2_ORF6,P0DTC6
Q8WWR9,PPDPFL,SARS-CoV-2_ORF6,P0DTC6
Q92561,PHYHIP,SARS-CoV-2_ORF6,P0DTC6
P20783,NTF3,SARS-CoV-2_ORF6,P0DTC6
Q9UI14,RABAC1,SARS-CoV-2_ORF6,P0DTC6
Q92954,PRG4,SARS-CoV-2_ORF6,P0DTC6
Q5T870,PRR9,SARS-CoV-2_ORF6,P0DTC6
P0DMU2,OR8G3P,SARS-CoV-2_ORF6,P0DTC6
P02818,BGLAP,SARS-CoV-2_ORF6,P0DTC6
Q9NZL4,HSPBP1,SARS-CoV-2_ORF6,P0DTC6
P57058,HUNK,SARS-CoV-2_ORF6,P0DTC6
Q9Y693,LHFPL6,SARS-CoV-2_ORF6,P0DTC6
Q9NPF7,IL23A,SARS-CoV-2_ORF6,P0DTC6
Q6EBC2,IL31,SARS-CoV-2_ORF6,P0DTC6
Q587J8,KHDC3L,SARS-CoV-2_ORF6,P0DTC6
O43240,KLK10,SARS-CoV-2_ORF6,P0DTC6
B7U540,KCNJ18,SARS-CoV-2_ORF6,P0DTC6
O95214,LEPROTL1,SARS-CoV-2_ORF6,P0DTC6
Q9UGF5,OR14J1,SARS-CoV-2_ORF6,P0DTC6
Q8WW12,PCNP,SARS-CoV-2_ORF6,P0DTC6
Q8NGI1,OR56B2P,SARS-CoV-2_ORF6,P0DTC6
Q9Y5E1,PCDHB9,SARS-CoV-2_ORF6,P0DTC6
Q15121,PEA15,SARS-CoV-2_ORF6,P0DTC6
O14949,UQCRQ,SARS-CoV-2_ORF6,P0DTC6
Q8IVU9,CABCOCO1,SARS-CoV-2_ORF6,P0DTC6
A6NCS6,C2orf72,SARS-CoV-2_ORF6,P0DTC6
P16870,CPE,SARS-CoV-2_ORF6,P0DTC6
O00626,CCL22,SARS-CoV-2_ORF6,P0DTC6
P10147,CCL3,SARS-CoV-2_ORF6,P0DTC6
P22748,CA4,SARS-CoV-2_ORF6,P0DTC6
Q8IZ16,C7orf61,SARS-CoV-2_ORF6,P0DTC6
P32248,CCR7,SARS-CoV-2_ORF6,P0DTC6
Q8NE31,FAM13C,SARS-CoV-2_ORF6,P0DTC6
P50135,HNMT,SARS-CoV-2_ORF6,P0DTC6
Q86XE5,HOGA1,SARS-CoV-2_ORF6,P0DTC6
P60568,IL2,SARS-CoV-2_ORF6,P0DTC6
A8MUX0,KRTAP16-1,SARS-CoV-2_ORF6,P0DTC6
Q3LI60,KRTAP20-3,SARS-CoV-2_ORF6,P0DTC6
Q8IUC0,KRTAP13-1,SARS-CoV-2_ORF6,P0DTC6
Q9BYR4,KRTAP4-3,SARS-CoV-2_ORF6,P0DTC6
Q6L8G8,KRTAP5-7,SARS-CoV-2_ORF6,P0DTC6
Q3MUY2,PIGY,SARS-CoV-2_ORF6,P0DTC6
Q6ZSK4,NTM-AS1,SARS-CoV-2_ORF6,P0DTC6
Q9Y5A7,NUB1,SARS-CoV-2_ORF6,P0DTC6
Q14973,SLC10A1,SARS-CoV-2_ORF6,P0DTC6
Q5VWM6,PRAMEF13,SARS-CoV-2_ORF6,P0DTC6
A8MRT5,NPIPB5,SARS-CoV-2_ORF6,P0DTC6
A6NGQ2,OOEP,SARS-CoV-2_ORF6,P0DTC6
Q71RC2,LARP4,SARS-CoV-2_ORF6,P0DTC6
Q9Y5J3,HEY1,SARS-CoV-2_ORF6,P0DTC6
P05014,IFNA4,SARS-CoV-2_ORF6,P0DTC6
C9JLW8,MCRIP1,SARS-CoV-2_ORF6,P0DTC6
Q9BQG0,MYBBP1A,SARS-CoV-2_ORF6,P0DTC6
P31267,HOXA6,SARS-CoV-2_ORF6,P0DTC6
P60413,KRTAP10-12,SARS-CoV-2_ORF6,P0DTC6
Q3LI54,KRTAP19-8,SARS-CoV-2_ORF6,P0DTC6
Q9NRC9,OTOR,SARS-CoV-2_ORF6,P0DTC6
O95257,GADD45G,SARS-CoV-2_ORF6,P0DTC6
Q8WZA8,GCRG224,SARS-CoV-2_ORF6,P0DTC6
P02100,HBE1,SARS-CoV-2_ORF6,P0DTC6
Q99879,H2BC14,SARS-CoV-2_ORF6,P0DTC6
Q96KK5,H2AC12,SARS-CoV-2_ORF6,P0DTC6
Q71UI9,H2AZ2,SARS-CoV-2_ORF6,P0DTC6
P68871,HBB,SARS-CoV-2_ORF6,P0DTC6
P33992,MCM5,SARS-CoV-2_ORF6,P0DTC6
Q9BUL8,PDCD10,SARS-CoV-2_ORF6,P0DTC6
P25713,MT3,SARS-CoV-2_ORF6,P0DTC6
P01303,NPY,SARS-CoV-2_ORF6,P0DTC6
Q9NQP4,PFDN4,SARS-CoV-2_ORF6,P0DTC6
O00168,FXYD1,SARS-CoV-2_ORF6,P0DTC6
Q96EH5,RPL39L,SARS-CoV-2_ORF6,P0DTC6
Q9Y3B7,MRPL11,SARS-CoV-2_ORF6,P0DTC6
Q8IY81,FTSJ3,SARS-CoV-2_ORF6,P0DTC6
Q96QD8,SLC38A2,SARS-CoV-2_ORF6,P0DTC6
Q8N6Q1,TMCO5A,SARS-CoV-2_ORF6,P0DTC6
Q5T7P6,TMEM78,SARS-CoV-2_ORF6,P0DTC6
P11388,TOP2A,SARS-CoV-2_ORF6,P0DTC6
Q9UL33,TRAPPC2L,SARS-CoV-2_ORF6,P0DTC6
Q9H0E2,TOLLIP,SARS-CoV-2_ORF6,P0DTC6
B3KS81,SRRM5,SARS-CoV-2_ORF6,P0DTC6
Q9BYE4,SPRR2G,SARS-CoV-2_ORF6,P0DTC6
A1L190,SYCE3,SARS-CoV-2_ORF6,P0DTC6
Q5H9L2,TCEAL5,SARS-CoV-2_ORF6,P0DTC6
P18206,VCL,SARS-CoV-2_ORF6,P0DTC6
Q9H583,HEATR1,SARS-CoV-2_ORF6,P0DTC6
P01566,IFNA10,SARS-CoV-2_ORF6,P0DTC6
Q1A5X6,IQCJ,SARS-CoV-2_ORF6,P0DTC6
Q9P0L2,MARK1,SARS-CoV-2_ORF6,P0DTC6
P26371,KRTAP5-9,SARS-CoV-2_ORF6,P0DTC6
Q9BYS1,KRTAP1-5,SARS-CoV-2_ORF6,P0DTC6
Q56VL3,OCIAD2,SARS-CoV-2_ORF6,P0DTC6
Q15077,P2RY6,SARS-CoV-2_ORF6,P0DTC6
Q9H6L5,RETREG1,SARS-CoV-2_ORF6,P0DTC6
O95825,CRYZL1,SARS-CoV-2_ORF6,P0DTC6
P61927,RPL37,SARS-CoV-2_ORF6,P0DTC6
P22695,UQCRC2,SARS-CoV-2_ORF6,P0DTC6
O60518,RANBP6,SARS-CoV-2_ORF6,P0DTC6
P35244,RPA3,SARS-CoV-2_ORF6,P0DTC6
Q9NRA2,SLC17A5,SARS-CoV-2_ORF6,P0DTC6
Q8N488,RYBP,SARS-CoV-2_ORF6,P0DTC6
Q8WXG8,S100Z,SARS-CoV-2_ORF6,P0DTC6
P33763,S100A5,SARS-CoV-2_ORF6,P0DTC6
P31151,S100A7,SARS-CoV-2_ORF6,P0DTC6
Q7Z6J9,TSEN54,SARS-CoV-2_ORF6,P0DTC6
P52655,GTF2A1,SARS-CoV-2_ORF6,P0DTC6
Q9UET6,FTSJ1,SARS-CoV-2_ORF6,P0DTC6
P07988,SFTPB,SARS-CoV-2_ORF6,P0DTC6
Q6UWS5,PET117,SARS-CoV-2_ORF6,P0DTC6
P35268,RPL22,SARS-CoV-2_ORF6,P0DTC6
P62750,RPL23A,SARS-CoV-2_ORF6,P0DTC6
P56192,MARS1,SARS-CoV-2_ORF6,P0DTC6
P62304,SNRPE,SARS-CoV-2_ORF6,P0DTC6
P82930,MRPS34,SARS-CoV-2_ORF6,P0DTC6
Q92777,SYN2,SARS-CoV-2_ORF6,P0DTC6
Q9BSK2,SLC25A33,SARS-CoV-2_ORF6,P0DTC6
Q6PIV7,SLC25A34,SARS-CoV-2_ORF6,P0DTC6
A0A286YFG1,SCYGR8,SARS-CoV-2_ORF6,P0DTC6
A0A286YF77,SCYGR6,SARS-CoV-2_ORF6,P0DTC6
P0DSO2,SCYGR9,SARS-CoV-2_ORF6,P0DTC6
Q17RH7,TPRXL,SARS-CoV-2_ORF6,P0DTC6
Q9NUH8,TMEM14B,SARS-CoV-2_ORF6,P0DTC6
O76074,PDE5A,SARS-CoV-2_ORF6,P0DTC6
Q9NZ42,PSENEN,SARS-CoV-2_ORF6,P0DTC6
O15212,PFDN6,SARS-CoV-2_ORF6,P0DTC6
Q92804,TAF15,SARS-CoV-2_ORF6,P0DTC6
P62269,RPS18,SARS-CoV-2_ORF6,P0DTC6
Q9UQ35,SRRM2,SARS-CoV-2_ORF6,P0DTC6
P49458,SRP9,SARS-CoV-2_ORF6,P0DTC6
Q8N0S2,SYCE1,SARS-CoV-2_ORF6,P0DTC6
Q8NG84,OR2AK2,SARS-CoV-2_ORF6,P0DTC6
Q59GN2,RPL39P5,SARS-CoV-2_ORF6,P0DTC6
Q9P0J6,MRPL36,SARS-CoV-2_ORF6,P0DTC6
P62753,RPS6,SARS-CoV-2_ORF6,P0DTC6
Q15185,PTGES3,SARS-CoV-2_ORF6,P0DTC6
P02814,SMR3B,SARS-CoV-2_ORF6,P0DTC6
O43759,SYNGR1,SARS-CoV-2_ORF6,P0DTC6
Q8N801,STPG4,SARS-CoV-2_ORF6,P0DTC6
Q9Y6G1,TMEM14A,SARS-CoV-2_ORF6,P0DTC6
P84098,RPL19,SARS-CoV-2_ORF6,P0DTC6
Q9Y6J3,SMAD5-AS1,SARS-CoV-2_ORF6,P0DTC6
Q96P16,RPRD1A,SARS-CoV-2_ORF6,P0DTC6
Q11201,ST3GAL1,SARS-CoV-2_ORF6,P0DTC6
Q92529,SHC3,SARS-CoV-2_ORF6,P0DTC6
Q5MJ07,SPANXN5,SARS-CoV-2_ORF6,P0DTC6
Q8TAD7,OCC1,SARS-CoV-2_ORF6,P0DTC6
Q8NGG4,OR8H1,SARS-CoV-2_ORF6,P0DTC6
P01236,PRL,SARS-CoV-2_ORF6,P0DTC6
Q3Y452,TDRG1,SARS-CoV-2_ORF6,P0DTC6
O95219,SNX4,SARS-CoV-2_ORF6,P0DTC6
Q629K1,TRIQK,SARS-CoV-2_ORF6,P0DTC6
Q13277,STX3,SARS-CoV-2_ORF6,P0DTC6
O43704,SULT1B1,SARS-CoV-2_ORF6,P0DTC6
Q6UWL2,SUSD1,SARS-CoV-2_ORF6,P0DTC6
O95793,STAU1,SARS-CoV-2_ORF6,P0DTC6
P40337,VHL,SARS-CoV-2_ORF6,P0DTC6
P37837,TALDO1,SARS-CoV-2_ORF6,P0DTC6
Q8IXB3,TRARG1,SARS-CoV-2_ORF6,P0DTC6
Q9UHA2,SS18L2,SARS-CoV-2_ORF6,P0DTC6
Q9UI15,TAGLN3,SARS-CoV-2_ORF6,P0DTC6
Q96CQ1,SLC25A36,SARS-CoV-2_ORF6,P0DTC6
A0A286YEY9,SCYGR1,SARS-CoV-2_ORF6,P0DTC6
A0A286YF60,SCYGR3,SARS-CoV-2_ORF6,P0DTC6
A0A286YF01,SCYGR7,SARS-CoV-2_ORF6,P0DTC6
A0A286YF46,SCYGR5,SARS-CoV-2_ORF6,P0DTC6
A0A286YEX9,SCYGR10,SARS-CoV-2_ORF6,P0DTC6
P35498,SCN1A,SARS-CoV-2_ORF6,P0DTC6
O43865,AHCYL1,SARS-CoV-2_ORF6,P0DTC6
P0DI80,SMIM6,SARS-CoV-2_ORF6,P0DTC6
H3BMG3,SMKR1,SARS-CoV-2_ORF6,P0DTC6
Q99954,SMR3A,SARS-CoV-2_ORF6,P0DTC6
Q96I99,SUCLG2,SARS-CoV-2_ORF6,P0DTC6
Q969W0,SPTSSA,SARS-CoV-2_ORF6,P0DTC6
Q8NHY3,GAS2L2,SARS-CoV-2_ORF6,P0DTC6
A0A1W2PPG7,GNG14,SARS-CoV-2_ORF6,P0DTC6
P50395,GDI2,SARS-CoV-2_ORF6,P0DTC6
Q9Y4A0,JRKL,SARS-CoV-2_ORF6,P0DTC6
Q8N201,INTS1,SARS-CoV-2_ORF6,P0DTC6
Q7L7L0,H2AW,SARS-CoV-2_ORF6,P0DTC6
O15499,GSC2,SARS-CoV-2_ORF6,P0DTC6
Q8NGK0,OR51G2,SARS-CoV-2_ORF6,P0DTC6
Q9BTL3,RAMAC,SARS-CoV-2_ORF6,P0DTC6
Q9H9L3,ISG20L2,SARS-CoV-2_ORF6,P0DTC6
Q701N4,KRTAP5-2,SARS-CoV-2_ORF6,P0DTC6
Q9BYQ9,KRTAP4-8,SARS-CoV-2_ORF6,P0DTC6
Q9BQ66,KRTAP4-12,SARS-CoV-2_ORF6,P0DTC6
Q6L8G9,KRTAP5-6,SARS-CoV-2_ORF6,P0DTC6
Q6L8H1,KRTAP5-4,SARS-CoV-2_ORF6,P0DTC6
P49006,MARCKSL1,SARS-CoV-2_ORF6,P0DTC6
A6NI61,MYMK,SARS-CoV-2_ORF6,P0DTC6
Q96L15,ART5,SARS-CoV-2_ORF6,P0DTC6
O94818,NOL4,SARS-CoV-2_ORF6,P0DTC6
P51957,NEK4,SARS-CoV-2_ORF6,P0DTC6
A6NF83,NUPR2,SARS-CoV-2_ORF6,P0DTC6
P15259,PGAM2,SARS-CoV-2_ORF6,P0DTC6
C9JFL3,PHGR1,SARS-CoV-2_ORF6,P0DTC6
Q9NVS9,PNPO,SARS-CoV-2_ORF6,P0DTC6
Q9NRQ2,PLSCR4,SARS-CoV-2_ORF6,P0DTC6
O75915,ARL6IP5,SARS-CoV-2_ORF6,P0DTC6
P49643,PRIM2,SARS-CoV-2_ORF6,P0DTC6
A8MSI8,LYRM9,SARS-CoV-2_ORF6,P0DTC6
Q8WZ33,MAFIP,SARS-CoV-2_ORF6,P0DTC6
Q86W50,METTL16,SARS-CoV-2_ORF6,P0DTC6
Q8TA86,RP9,SARS-CoV-2_ORF6,P0DTC6
Q9P227,ARHGAP23,SARS-CoV-2_ORF6,P0DTC6
P82933,MRPS9,SARS-CoV-2_ORF6,P0DTC6
Q8WVE7,TMEM170A,SARS-CoV-2_ORF6,P0DTC6
Q5GAN4,RNASE12,SARS-CoV-2_ORF6,P0DTC6
Q92834,RPGR,SARS-CoV-2_ORF6,P0DTC6
Q9BYD1,MRPL13,SARS-CoV-2_ORF6,P0DTC6
Q9BYC9,MRPL20,SARS-CoV-2_ORF6,P0DTC6
Q9Y5Y9,SCN10A,SARS-CoV-2_ORF6,P0DTC6
Q9UHR5,SAP30BP,SARS-CoV-2_ORF6,P0DTC6
P60866,RPS20,SARS-CoV-2_ORF6,P0DTC6
Q5VWP2,TENT5C,SARS-CoV-2_ORF6,P0DTC6
Q96H72,SLC39A13,SARS-CoV-2_ORF6,P0DTC6
C9JI98,TMEM238,SARS-CoV-2_ORF6,P0DTC6
Q9P0U1,TOMM7,SARS-CoV-2_ORF6,P0DTC6
Q6IA17,SIGIRR,SARS-CoV-2_ORF6,P0DTC6
A0A1B0GTI8,TMEM272,SARS-CoV-2_ORF6,P0DTC6
Q96KR7,PHACTR3,SARS-CoV-2_ORF6,P0DTC6
Q6UW63,POGLUT2,SARS-CoV-2_ORF6,P0DTC6
P0DMW2,NLRP2B,SARS-CoV-2_ORF6,P0DTC6
A6NJ88,SAGE2P,SARS-CoV-2_ORF6,P0DTC6
P49888,SULT1E1,SARS-CoV-2_ORF6,P0DTC6
Q9Y6N5,SQOR,SARS-CoV-2_ORF6,P0DTC6
A0A1B0GTR4,SPRR5,SARS-CoV-2_ORF6,P0DTC6
Q96MR7,OBSCN-AS1,SARS-CoV-2_ORF6,P0DTC6
P42677,RPS27,SARS-CoV-2_ORF6,P0DTC6
A0A286YFB4,SCYGR2,SARS-CoV-2_ORF6,P0DTC6
Q15424,SAFB,SARS-CoV-2_ORF6,P0DTC6
P48061,CXCL12,SARS-CoV-2_ORF6,P0DTC6
P0C7Q6,SLC35G6,SARS-CoV-2_ORF6,P0DTC6
Q9NRG4,SMYD2,SARS-CoV-2_ORF6,P0DTC6
Q8TAP9,MPLKIP,SARS-CoV-2_ORF6,P0DTC6
P00558,PGK1,SARS-CoV-2_ORF6,P0DTC6
Q9NRX3,NDUFA4L2,SARS-CoV-2_ORF6,P0DTC6
Q15004,PCLAF,SARS-CoV-2_ORF6,P0DTC6
Q96JS3,PGBD1,SARS-CoV-2_ORF6,P0DTC6
Q9BU61,NDUFAF3,SARS-CoV-2_ORF6,P0DTC6
Q9Y697,NFS1,SARS-CoV-2_ORF6,P0DTC6
Q8IVI9,NOSTRIN,SARS-CoV-2_ORF6,P0DTC6
Q92617,NPIPB3,SARS-CoV-2_ORF6,P0DTC6
P0C0P6,NPS,SARS-CoV-2_ORF6,P0DTC6
P18509,ADCYAP1,SARS-CoV-2_ORF6,P0DTC6
B3GLJ2,PATE3,SARS-CoV-2_ORF6,P0DTC6
Q9BSJ6,PIMREG,SARS-CoV-2_ORF6,P0DTC6
Q9Y3C6,PPIL1,SARS-CoV-2_ORF6,P0DTC6
Q96DX8,RTP4,SARS-CoV-2_ORF6,P0DTC6
P80511,S100A12,SARS-CoV-2_ORF6,P0DTC6
H3BUK9,POTEB2,SARS-CoV-2_ORF6,P0DTC6
Q9GZR2,REXO4,SARS-CoV-2_ORF6,P0DTC6
P60673,PFN3,SARS-CoV-2_ORF6,P0DTC6
Q15293,RCN1,SARS-CoV-2_ORF6,P0DTC6
P62081,RPS7,SARS-CoV-2_ORF6,P0DTC6
P62861,FAU,SARS-CoV-2_ORF6,P0DTC6
Q96S79,RASL10B,SARS-CoV-2_ORF6,P0DTC6
Q9NQC3,RTN4,SARS-CoV-2_ORF6,P0DTC6
Q9Y224,RTRAF,SARS-CoV-2_ORF6,P0DTC6
Q9HBM6,TAF9B,SARS-CoV-2_ORF6,P0DTC6
P30408,TM4SF1,SARS-CoV-2_ORF6,P0DTC6
O00445,SYT5,SARS-CoV-2_ORF6,P0DTC6
Q86YD5,LDLRAD3,SARS-CoV-2_ORF6,P0DTC6
Q15528,MED22,SARS-CoV-2_ORF6,P0DTC6
Q9NPJ6,MED4,SARS-CoV-2_ORF6,P0DTC6
Q96DC9,OTUB2,SARS-CoV-2_ORF6,P0DTC6
O95416,SOX14,SARS-CoV-2_ORF6,P0DTC6
A2RU48,SMCO3,SARS-CoV-2_ORF6,P0DTC6
Q5BJF2,TMEM97,SARS-CoV-2_ORF6,P0DTC6
Q8N7X2,STPG3,SARS-CoV-2_ORF6,P0DTC6
A8MUU9,,SARS-CoV-2_ORF6,P0DTC6
Q6ZQT0,,SARS-CoV-2_ORF6,P0DTC6
Q9BTK2,,SARS-CoV-2_ORF6,P0DTC6
Q6ZPA2,,SARS-CoV-2_ORF6,P0DTC6
Q8N8P6,,SARS-CoV-2_ORF6,P0DTC6
Q8NAQ8,,SARS-CoV-2_ORF6,P0DTC6
A6NHS1,,SARS-CoV-2_ORF6,P0DTC6
Q8N7P7,,SARS-CoV-2_ORF6,P0DTC6
Q56UQ5,,SARS-CoV-2_ORF6,P0DTC6
Q9UF83,,SARS-CoV-2_ORF6,P0DTC6
Q8NBF4,,SARS-CoV-2_ORF6,P0DTC6
Q5BKY6,,SARS-CoV-2_ORF6,P0DTC6
C0HLV8,,SARS-CoV-2_ORF6,P0DTC6
B2RBV5,,SARS-CoV-2_ORF6,P0DTC6
