proteinA,Gene_Symbol,proteinB,Accession
P0CG13,CHTF8,SARS-CoV-2_nsp10,P0DTC1
Q9NZY2,FAM30A,SARS-CoV-2_nsp10,P0DTC1
P14854,COX6B1,SARS-CoV-2_nsp10,P0DTC1
O60931,CTNS,SARS-CoV-2_nsp10,P0DTC1
O75712,GJB3,SARS-CoV-2_nsp10,P0DTC1
Q8TCZ7,LINC00308,SARS-CoV-2_nsp10,P0DTC1
Q14093,CYLC2,SARS-CoV-2_nsp10,P0DTC1
Q8NEC5,CATSPER1,SARS-CoV-2_nsp10,P0DTC1
P06132,UROD,SARS-CoV-2_nsp10,P0DTC1
Q9UI36,DACH1,SARS-CoV-2_nsp10,P0DTC1
A6NMT0,DBX1,SARS-CoV-2_nsp10,P0DTC1
P28325,CST5,SARS-CoV-2_nsp10,P0DTC1
Q6ZNG2,DBX2,SARS-CoV-2_nsp10,P0DTC1
Q6B8I1,DUSP13,SARS-CoV-2_nsp10,P0DTC1
Q8TE96,DQX1,SARS-CoV-2_nsp10,P0DTC1
Q8IYY4,DZIP1L,SARS-CoV-2_nsp10,P0DTC1
P32455,GBP1,SARS-CoV-2_nsp10,P0DTC1
A6NEY3,GOLGA6L3,SARS-CoV-2_nsp10,P0DTC1
A6NI86,GOLGA6L10,SARS-CoV-2_nsp10,P0DTC1
H0YKK7,GOLGA6L19,SARS-CoV-2_nsp10,P0DTC1
Q9H0R5,GBP3,SARS-CoV-2_nsp10,P0DTC1
Q96PP9,GBP4,SARS-CoV-2_nsp10,P0DTC1
Q86XH1,IQCA1,SARS-CoV-2_nsp10,P0DTC1
Q9BV81,EMC6,SARS-CoV-2_nsp10,P0DTC1
Q8IYT1,FAM71A,SARS-CoV-2_nsp10,P0DTC1
Q9Y421,FAM32A,SARS-CoV-2_nsp10,P0DTC1
P22794,EVI2A,SARS-CoV-2_nsp10,P0DTC1
Q9C073,FAM117A,SARS-CoV-2_nsp10,P0DTC1
Q9Y5M1,FAM215A,SARS-CoV-2_nsp10,P0DTC1
Q6UXP7,FAM151B,SARS-CoV-2_nsp10,P0DTC1
P14921,ETS1,SARS-CoV-2_nsp10,P0DTC1
C9JC47,FAM157A,SARS-CoV-2_nsp10,P0DTC1
Q96A26,FAM162A,SARS-CoV-2_nsp10,P0DTC1
O60825,PFKFB2,SARS-CoV-2_nsp10,P0DTC1
Q08E93,FAM27E3,SARS-CoV-2_nsp10,P0DTC1
Q8WVX9,FAR1,SARS-CoV-2_nsp10,P0DTC1
Q9UKR5,ERG28,SARS-CoV-2_nsp10,P0DTC1
Q6P6B1,ERICH5,SARS-CoV-2_nsp10,P0DTC1
Q8IYI6,EXOC8,SARS-CoV-2_nsp10,P0DTC1
P11308,ERG,SARS-CoV-2_nsp10,P0DTC1
Q99814,EPAS1,SARS-CoV-2_nsp10,P0DTC1
Q9Y2Q3,GSTK1,SARS-CoV-2_nsp10,P0DTC1
Q6ZVF9,GPRIN3,SARS-CoV-2_nsp10,P0DTC1
O15544,LINC01565,SARS-CoV-2_nsp10,P0DTC1
Q03013,GSTM4,SARS-CoV-2_nsp10,P0DTC1
P32298,GRK4,SARS-CoV-2_nsp10,P0DTC1
P46439,GSTM5,SARS-CoV-2_nsp10,P0DTC1
P34947,GRK5,SARS-CoV-2_nsp10,P0DTC1
P78417,GSTO1,SARS-CoV-2_nsp10,P0DTC1
P0CAP2,POLR2M,SARS-CoV-2_nsp10,P0DTC1
P12544,GZMA,SARS-CoV-2_nsp10,P0DTC1
P20718,GZMH,SARS-CoV-2_nsp10,P0DTC1
Q8IUY3,GRAMD2A,SARS-CoV-2_nsp10,P0DTC1
Q9P1F3,ABRACL,SARS-CoV-2_nsp10,P0DTC1
P56378,ATP5MJ,SARS-CoV-2_nsp10,P0DTC1
Q9Y3L3,SH3BP1,SARS-CoV-2_nsp10,P0DTC1
Q9NZM4,BICRA,SARS-CoV-2_nsp10,P0DTC1
P41595,HTR2B,SARS-CoV-2_nsp10,P0DTC1
Q5T1N1,AKNAD1,SARS-CoV-2_nsp10,P0DTC1
Q96B36,AKT1S1,SARS-CoV-2_nsp10,P0DTC1
P15121,AKR1B1,SARS-CoV-2_nsp10,P0DTC1
O94910,ADGRL1,SARS-CoV-2_nsp10,P0DTC1
Q02338,BDH1,SARS-CoV-2_nsp10,P0DTC1
Q8TDY3,ACTRT2,SARS-CoV-2_nsp10,P0DTC1
P49189,ALDH9A1,SARS-CoV-2_nsp10,P0DTC1
O43918,AIRE,SARS-CoV-2_nsp10,P0DTC1
Q9UKB5,AJAP1,SARS-CoV-2_nsp10,P0DTC1
O60218,AKR1B10,SARS-CoV-2_nsp10,P0DTC1
Q03154,ACY1,SARS-CoV-2_nsp10,P0DTC1
Q6ZW61,BBS12,SARS-CoV-2_nsp10,P0DTC1
P68032,ACTC1,SARS-CoV-2_nsp10,P0DTC1
O43823,AKAP8,SARS-CoV-2_nsp10,P0DTC1
Q9UHX3,ADGRE2,SARS-CoV-2_nsp10,P0DTC1
Q562R1,ACTBL2,SARS-CoV-2_nsp10,P0DTC1
Q8N302,AGGF1,SARS-CoV-2_nsp10,P0DTC1
Q6MZZ7,CAPN13,SARS-CoV-2_nsp10,P0DTC1
Q96KC2,ARL5B,SARS-CoV-2_nsp10,P0DTC1
Q16186,ADRM1,SARS-CoV-2_nsp10,P0DTC1
Q02410,APBA1,SARS-CoV-2_nsp10,P0DTC1
A6NJG6,ARGFX,SARS-CoV-2_nsp10,P0DTC1
O15085,ARHGEF11,SARS-CoV-2_nsp10,P0DTC1
Q8WTX7,CASTOR1,SARS-CoV-2_nsp10,P0DTC1
Q96P48,ARAP1,SARS-CoV-2_nsp10,P0DTC1
Q8N7S6,ARIH2OS,SARS-CoV-2_nsp10,P0DTC1
P25098,GRK2,SARS-CoV-2_nsp10,P0DTC1
Q99731,CCL19,SARS-CoV-2_nsp10,P0DTC1
Q9NXR5,ANKRD10,SARS-CoV-2_nsp10,P0DTC1
Q03989,ARID5A,SARS-CoV-2_nsp10,P0DTC1
Q8N957,ANKFN1,SARS-CoV-2_nsp10,P0DTC1
Q9NZU7,CABP1,SARS-CoV-2_nsp10,P0DTC1
Q9Y4B4,RAD54L2,SARS-CoV-2_nsp10,P0DTC1
Q13936,CACNA1C,SARS-CoV-2_nsp10,P0DTC1
Q9H0F7,ARL6,SARS-CoV-2_nsp10,P0DTC1
O00203,AP3B1,SARS-CoV-2_nsp10,P0DTC1
Q9Y5P4,CERT1,SARS-CoV-2_nsp10,P0DTC1
P59780,AP3S2,SARS-CoV-2_nsp10,P0DTC1
Q9UQN3,CHMP2B,SARS-CoV-2_nsp10,P0DTC1
Q96PS8,AQP10,SARS-CoV-2_nsp10,P0DTC1
P55056,APOC4,SARS-CoV-2_nsp10,P0DTC1
Q8NHU2,CFAP61,SARS-CoV-2_nsp10,P0DTC1
Q96PC3,AP1S3,SARS-CoV-2_nsp10,P0DTC1
P04083,ANXA1,SARS-CoV-2_nsp10,P0DTC1
P10275,AR,SARS-CoV-2_nsp10,P0DTC1
Q8IVJ8,APRG1,SARS-CoV-2_nsp10,P0DTC1
Q6UXH0,ANGPTL8,SARS-CoV-2_nsp10,P0DTC1
P02647,APOA1,SARS-CoV-2_nsp10,P0DTC1
Q12955,ANK3,SARS-CoV-2_nsp10,P0DTC1
Q9NVI7,ATAD3A,SARS-CoV-2_nsp10,P0DTC1
P16615,ATP2A2,SARS-CoV-2_nsp10,P0DTC1
Q96BY7,ATG2B,SARS-CoV-2_nsp10,P0DTC1
Q9NZ32,ACTR10,SARS-CoV-2_nsp10,P0DTC1
A6NNL5,C15orf61,SARS-CoV-2_nsp10,P0DTC1
Q7Z624,CAMKMT,SARS-CoV-2_nsp10,P0DTC1
Q156A1,ATXN8,SARS-CoV-2_nsp10,P0DTC1
O15155,BET1,SARS-CoV-2_nsp10,P0DTC1
Q6PGQ7,BORA,SARS-CoV-2_nsp10,P0DTC1
P0C6P0,NBEAP1,SARS-CoV-2_nsp10,P0DTC1
Q7RTU4,BHLHA9,SARS-CoV-2_nsp10,P0DTC1
Q8NFC6,BOD1L1,SARS-CoV-2_nsp10,P0DTC1
Q9NWK9,ZNHIT6,SARS-CoV-2_nsp10,P0DTC1
P07858,CTSB,SARS-CoV-2_nsp10,P0DTC1
Q5VUE5,C1orf53,SARS-CoV-2_nsp10,P0DTC1
Q9NS85,CA10,SARS-CoV-2_nsp10,P0DTC1
P25774,CTSS,SARS-CoV-2_nsp10,P0DTC1
Q6ZV80,LINC02898,SARS-CoV-2_nsp10,P0DTC1
O60359,CACNG3,SARS-CoV-2_nsp10,P0DTC1
Q5EG05,CARD16,SARS-CoV-2_nsp10,P0DTC1
Q86VP6,CAND1,SARS-CoV-2_nsp10,P0DTC1
P57730,CARD18,SARS-CoV-2_nsp10,P0DTC1
Q9BV29,CCDC32,SARS-CoV-2_nsp10,P0DTC1
Q8IVM0,CCDC50,SARS-CoV-2_nsp10,P0DTC1
Q9Y6R9,CCDC61,SARS-CoV-2_nsp10,P0DTC1
Q9UKY3,CES1P1,SARS-CoV-2_nsp10,P0DTC1
Q6NT52,CGB2,SARS-CoV-2_nsp10,P0DTC1
Q9BUX1,CHAC1,SARS-CoV-2_nsp10,P0DTC1
Q9HCK8,CHD8,SARS-CoV-2_nsp10,P0DTC1
Q9UHD1,CHORDC1,SARS-CoV-2_nsp10,P0DTC1
P21926,CD9,SARS-CoV-2_nsp10,P0DTC1
P46092,CCR10,SARS-CoV-2_nsp10,P0DTC1
P51679,CCR4,SARS-CoV-2_nsp10,P0DTC1
Q8N1V8,LINC01561,SARS-CoV-2_nsp10,P0DTC1
O75462,CRLF1,SARS-CoV-2_nsp10,P0DTC1
Q6ZWL3,CYP4V2,SARS-CoV-2_nsp10,P0DTC1
Q8N118,CYP4X1,SARS-CoV-2_nsp10,P0DTC1
Q9BT78,COPS4,SARS-CoV-2_nsp10,P0DTC1
Q99807,COQ7,SARS-CoV-2_nsp10,P0DTC1
A8MZG2,C16orf90,SARS-CoV-2_nsp10,P0DTC1
Q9UGL9,CRCT1,SARS-CoV-2_nsp10,P0DTC1
A4FU28,CTAGE9,SARS-CoV-2_nsp10,P0DTC1
Q9NXE8,CWC25,SARS-CoV-2_nsp10,P0DTC1
P26232,CTNNA2,SARS-CoV-2_nsp10,P0DTC1
P78312,FAM193A,SARS-CoV-2_nsp10,P0DTC1
Q9UI47,CTNNA3,SARS-CoV-2_nsp10,P0DTC1
Q5T9C2,FAM102A,SARS-CoV-2_nsp10,P0DTC1
Q9H098,FAM107B,SARS-CoV-2_nsp10,P0DTC1
Q8TF08,COX7B2,SARS-CoV-2_nsp10,P0DTC1
P57773,GJA9,SARS-CoV-2_nsp10,P0DTC1
P59037,LINC00313,SARS-CoV-2_nsp10,P0DTC1
P50402,EMD,SARS-CoV-2_nsp10,P0DTC1
Q13609,DNASE1L3,SARS-CoV-2_nsp10,P0DTC1
Q9NYF5,FAM13B,SARS-CoV-2_nsp10,P0DTC1
Q56NI9,ESCO2,SARS-CoV-2_nsp10,P0DTC1
Q9Y5Q0,FADS3,SARS-CoV-2_nsp10,P0DTC1
Q11130,FUT7,SARS-CoV-2_nsp10,P0DTC1
P27469,G0S2,SARS-CoV-2_nsp10,P0DTC1
P25021,HRH2,SARS-CoV-2_nsp10,P0DTC1
O14893,GEMIN2,SARS-CoV-2_nsp10,P0DTC1
Q9UBI6,GNG12,SARS-CoV-2_nsp10,P0DTC1
Q8ND71,GIMAP8,SARS-CoV-2_nsp10,P0DTC1
O14879,IFIT3,SARS-CoV-2_nsp10,P0DTC1
O60383,GDF9,SARS-CoV-2_nsp10,P0DTC1
P63215,GNG3,SARS-CoV-2_nsp10,P0DTC1
O75879,GATB,SARS-CoV-2_nsp10,P0DTC1
Q02153,GUCY1B1,SARS-CoV-2_nsp10,P0DTC1
O75343,GUCY1B2,SARS-CoV-2_nsp10,P0DTC1
Q8NBZ0,INO80E,SARS-CoV-2_nsp10,P0DTC1
P23229,ITGA6,SARS-CoV-2_nsp10,P0DTC1
P0DMQ5,INAFM2,SARS-CoV-2_nsp10,P0DTC1
Q8NDV2,GPR26,SARS-CoV-2_nsp10,P0DTC1
P26440,IVD,SARS-CoV-2_nsp10,P0DTC1
A0PJZ3,GXYLT2,SARS-CoV-2_nsp10,P0DTC1
Q92628,KIAA0232,SARS-CoV-2_nsp10,P0DTC1
P69892,HBG2,SARS-CoV-2_nsp10,P0DTC1
O43824,GTPBP6,SARS-CoV-2_nsp10,P0DTC1
Q4AE62,GTDC1,SARS-CoV-2_nsp10,P0DTC1
Q9UGJ0,PRKAG2,SARS-CoV-2_nsp10,P0DTC1
Q96P26,NT5C1B,SARS-CoV-2_nsp10,P0DTC1
Q9BYF1,ACE2,SARS-CoV-2_nsp10,P0DTC1
Q15699,ALX1,SARS-CoV-2_nsp10,P0DTC1
Q8TD30,GPT2,SARS-CoV-2_nsp10,P0DTC1
Q02952,AKAP12,SARS-CoV-2_nsp10,P0DTC1
P02768,ALB,SARS-CoV-2_nsp10,P0DTC1
Q495B1,ANKDD1A,SARS-CoV-2_nsp10,P0DTC1
Q9H165,BCL11A,SARS-CoV-2_nsp10,P0DTC1
Q8N9B4,ANKRD42,SARS-CoV-2_nsp10,P0DTC1
P08758,ANXA5,SARS-CoV-2_nsp10,P0DTC1
Q92674,CENPI,SARS-CoV-2_nsp10,P0DTC1
Q9BY76,ANGPTL4,SARS-CoV-2_nsp10,P0DTC1
Q93084,ATP2A3,SARS-CoV-2_nsp10,P0DTC1
P32320,CDA,SARS-CoV-2_nsp10,P0DTC1
Q8TDY4,ASAP3,SARS-CoV-2_nsp10,P0DTC1
Q8WXK1,ASB15,SARS-CoV-2_nsp10,P0DTC1
Q6ZSJ8,C1orf122,SARS-CoV-2_nsp10,P0DTC1
O43745,CHP2,SARS-CoV-2_nsp10,P0DTC1
Q9NZZ3,CHMP5,SARS-CoV-2_nsp10,P0DTC1
Q8WUX9,CHMP7,SARS-CoV-2_nsp10,P0DTC1
Q96H22,CENPN,SARS-CoV-2_nsp10,P0DTC1
O00622,CCN1,SARS-CoV-2_nsp10,P0DTC1
Q9H4I9,SMDT1,SARS-CoV-2_nsp10,P0DTC1
Q99445,GML,SARS-CoV-2_nsp10,P0DTC1
Q9H8Y8,GORASP2,SARS-CoV-2_nsp10,P0DTC1
P04921,GYPC,SARS-CoV-2_nsp10,P0DTC1
Q9Y5P6,GMPPB,SARS-CoV-2_nsp10,P0DTC1
Q9Y3E0,GOLT1B,SARS-CoV-2_nsp10,P0DTC1
Q96P66,GPR101,SARS-CoV-2_nsp10,P0DTC1
P15421,GYPE,SARS-CoV-2_nsp10,P0DTC1
Q96EB1,ELP4,SARS-CoV-2_nsp10,P0DTC1
Q9NZN3,EHD3,SARS-CoV-2_nsp10,P0DTC1
Q05BV3,EML5,SARS-CoV-2_nsp10,P0DTC1
Q96KQ7,EHMT2,SARS-CoV-2_nsp10,P0DTC1
P21860,ERBB3,SARS-CoV-2_nsp10,P0DTC1
Q3ZCQ3,FAM174B,SARS-CoV-2_nsp10,P0DTC1
Q14320,FAM50A,SARS-CoV-2_nsp10,P0DTC1
Q7L5A8,FA2H,SARS-CoV-2_nsp10,P0DTC1
O95990,FAM107A,SARS-CoV-2_nsp10,P0DTC1
Q96PL5,ERMAP,SARS-CoV-2_nsp10,P0DTC1
Q9NQT4,EXOSC5,SARS-CoV-2_nsp10,P0DTC1
Q06265,EXOSC9,SARS-CoV-2_nsp10,P0DTC1
Q8TAM6,ERMN,SARS-CoV-2_nsp10,P0DTC1
Q8TE68,EPS8L1,SARS-CoV-2_nsp10,P0DTC1
Q8IVF7,FMNL3,SARS-CoV-2_nsp10,P0DTC1
P61328,FGF12,SARS-CoV-2_nsp10,P0DTC1
P31512,FMO4,SARS-CoV-2_nsp10,P0DTC1
Q5XX13,FBXW10,SARS-CoV-2_nsp10,P0DTC1
Q9NVF7,FBXO28,SARS-CoV-2_nsp10,P0DTC1
Q8NEA4,FBXO36,SARS-CoV-2_nsp10,P0DTC1
A8MYX2,FAM25E,SARS-CoV-2_nsp10,P0DTC1
B3EWG5,FAM25C,SARS-CoV-2_nsp10,P0DTC1
Q5MNV8,FBXO47,SARS-CoV-2_nsp10,P0DTC1
Q9H479,FN3K,SARS-CoV-2_nsp10,P0DTC1
P57775,FBXW4,SARS-CoV-2_nsp10,P0DTC1
Q9C0D6,FHDC1,SARS-CoV-2_nsp10,P0DTC1
Q5VT28,FAM27B,SARS-CoV-2_nsp10,P0DTC1
Q7Z2Y8,GVINP1,SARS-CoV-2_nsp10,P0DTC1
A4D1Z8,GRIFIN,SARS-CoV-2_nsp10,P0DTC1
P30519,HMOX2,SARS-CoV-2_nsp10,P0DTC1
Q6PI73,LILRA6,SARS-CoV-2_nsp10,P0DTC1
P05114,HMGN1,SARS-CoV-2_nsp10,P0DTC1
P05204,HMGN2,SARS-CoV-2_nsp10,P0DTC1
P82970,HMGN5,SARS-CoV-2_nsp10,P0DTC1
P14735,IDE,SARS-CoV-2_nsp10,P0DTC1
Q7Z4F1,LRP10,SARS-CoV-2_nsp10,P0DTC1
P54105,CLNS1A,SARS-CoV-2_nsp10,P0DTC1
Q96M15,IGF2BP2-AS1,SARS-CoV-2_nsp10,P0DTC1
O43324,EEF1E1,SARS-CoV-2_nsp10,P0DTC1
Q9BZ81,MAGEB5,SARS-CoV-2_nsp10,P0DTC1
Q8N7X4,MAGEB6,SARS-CoV-2_nsp10,P0DTC1
Q8WYA0,IFT81,SARS-CoV-2_nsp10,P0DTC1
Q13099,IFT88,SARS-CoV-2_nsp10,P0DTC1
Q9Y5V3,MAGED1,SARS-CoV-2_nsp10,P0DTC1
Q96JG8,MAGED4,SARS-CoV-2_nsp10,P0DTC1
P33908,MAN1A1,SARS-CoV-2_nsp10,P0DTC1
Q9P2G4,MAP10,SARS-CoV-2_nsp10,P0DTC1
O60476,MAN1A2,SARS-CoV-2_nsp10,P0DTC1
Q8N8R3,SLC25A29,SARS-CoV-2_nsp10,P0DTC1
P53582,METAP1,SARS-CoV-2_nsp10,P0DTC1
A0A0A0MS14,IGHV1-45,SARS-CoV-2_nsp10,P0DTC1
A0A0C4DH29,IGHV1-3,SARS-CoV-2_nsp10,P0DTC1
O14602,EIF1AY,SARS-CoV-2_nsp10,P0DTC1
P22301,IL10,SARS-CoV-2_nsp10,P0DTC1
Q8TAD2,IL17D,SARS-CoV-2_nsp10,P0DTC1
Q6ZQW0,IDO2,SARS-CoV-2_nsp10,P0DTC1
Q13007,IL24,SARS-CoV-2_nsp10,P0DTC1
Q9NPH9,IL26,SARS-CoV-2_nsp10,P0DTC1
A6NMX2,EIF4E1B,SARS-CoV-2_nsp10,P0DTC1
P50053,KHK,SARS-CoV-2_nsp10,P0DTC1
P20151,KLK2,SARS-CoV-2_nsp10,P0DTC1
Q9HB14,KCNK13,SARS-CoV-2_nsp10,P0DTC1
O00180,KCNK1,SARS-CoV-2_nsp10,P0DTC1
Q15058,KIF14,SARS-CoV-2_nsp10,P0DTC1
Q96FN5,KIF12,SARS-CoV-2_nsp10,P0DTC1
P10644,PRKAR1A,SARS-CoV-2_nsp10,P0DTC1
Q6ZMT4,KDM7A,SARS-CoV-2_nsp10,P0DTC1
Q9BW62,KATNAL1,SARS-CoV-2_nsp10,P0DTC1
Q9Y3D8,AK6,SARS-CoV-2_nsp10,P0DTC1
Q8IYD9,LAS2,SARS-CoV-2_nsp10,P0DTC1
Q5TDP6,LGSN,SARS-CoV-2_nsp10,P0DTC1
Q9UH92,MLX,SARS-CoV-2_nsp10,P0DTC1
Q8NC56,LEMD2,SARS-CoV-2_nsp10,P0DTC1
P04430,IGKV1-16,SARS-CoV-2_nsp10,P0DTC1
Q9BQD3,KXD1,SARS-CoV-2_nsp10,P0DTC1
Q5T7P2,LCE1A,SARS-CoV-2_nsp10,P0DTC1
Q5T751,LCE1C,SARS-CoV-2_nsp10,P0DTC1
Q5TA79,LCE2A,SARS-CoV-2_nsp10,P0DTC1
Q5T752,LCE1D,SARS-CoV-2_nsp10,P0DTC1
Q5T754,LCE1F,SARS-CoV-2_nsp10,P0DTC1
Q5TA81,LCE2C,SARS-CoV-2_nsp10,P0DTC1
Q96L11,LLCFC1,SARS-CoV-2_nsp10,P0DTC1
P06239,LCK,SARS-CoV-2_nsp10,P0DTC1
Q93083,MT1L,SARS-CoV-2_nsp10,P0DTC1
Q8N339,MT1M,SARS-CoV-2_nsp10,P0DTC1
Q86WU2,LDHD,SARS-CoV-2_nsp10,P0DTC1
Q8N9T8,KRI1,SARS-CoV-2_nsp10,P0DTC1
Q13094,LCP2,SARS-CoV-2_nsp10,P0DTC1
Q16719,KYNU,SARS-CoV-2_nsp10,P0DTC1
Q14533,KRT81,SARS-CoV-2_nsp10,P0DTC1
Q86UP2,KTN1,SARS-CoV-2_nsp10,P0DTC1
Q9H9Z2,LIN28A,SARS-CoV-2_nsp10,P0DTC1
Q8IWU2,LMTK2,SARS-CoV-2_nsp10,P0DTC1
Q3BBV0,NBPF1,SARS-CoV-2_nsp10,P0DTC1
Q6MZP7,LIN54,SARS-CoV-2_nsp10,P0DTC1
Q86XG9,NBPF5P,SARS-CoV-2_nsp10,P0DTC1
Q3BBV2,NBPF8,SARS-CoV-2_nsp10,P0DTC1
Q13253,NOG,SARS-CoV-2_nsp10,P0DTC1
Q7Z434,MAVS,SARS-CoV-2_nsp10,P0DTC1
Q96LZ2,MAGEB10,SARS-CoV-2_nsp10,P0DTC1
A8MXT2,MAGEB17,SARS-CoV-2_nsp10,P0DTC1
O95243,MBD4,SARS-CoV-2_nsp10,P0DTC1
P20794,MAK,SARS-CoV-2_nsp10,P0DTC1
Q8TD19,NEK9,SARS-CoV-2_nsp10,P0DTC1
Q538Z0,LUZP6,SARS-CoV-2_nsp10,P0DTC1
A0A0B4J1U3,IGLV1-36,SARS-CoV-2_nsp10,P0DTC1
Q9P0N8,MARCHF2,SARS-CoV-2_nsp10,P0DTC1
Q0VGL1,LAMTOR4,SARS-CoV-2_nsp10,P0DTC1
O95140,MFN2,SARS-CoV-2_nsp10,P0DTC1
Q5TGZ0,MICOS10,SARS-CoV-2_nsp10,P0DTC1
Q9GZY6,LAT2,SARS-CoV-2_nsp10,P0DTC1
Q9NYZ2,SLC25A37,SARS-CoV-2_nsp10,P0DTC1
Q9Y316,MEMO1,SARS-CoV-2_nsp10,P0DTC1
P80303,NUCB2,SARS-CoV-2_nsp10,P0DTC1
P19338,NCL,SARS-CoV-2_nsp10,P0DTC1
Q99735,MGST2,SARS-CoV-2_nsp10,P0DTC1
Q13064,MKRN3,SARS-CoV-2_nsp10,P0DTC1
O14950,MYL12B,SARS-CoV-2_nsp10,P0DTC1
Q9NX70,MED29,SARS-CoV-2_nsp10,P0DTC1
O75030,MITF,SARS-CoV-2_nsp10,P0DTC1
P46734,MAP2K3,SARS-CoV-2_nsp10,P0DTC1
Q6PF18,MORN3,SARS-CoV-2_nsp10,P0DTC1
Q8NEQ5,C1orf162,SARS-CoV-2_nsp10,P0DTC1
Q99618,CDCA3,SARS-CoV-2_nsp10,P0DTC1
Q9BWT1,CDCA7,SARS-CoV-2_nsp10,P0DTC1
P24863,CCNC,SARS-CoV-2_nsp10,P0DTC1
P60033,CD81,SARS-CoV-2_nsp10,P0DTC1
Q5EBM0,CMPK2,SARS-CoV-2_nsp10,P0DTC1
Q96M02,C10orf90,SARS-CoV-2_nsp10,P0DTC1
Q9UK58,CCNL1,SARS-CoV-2_nsp10,P0DTC1
Q6NUJ2,C11orf87,SARS-CoV-2_nsp10,P0DTC1
Q86VU5,COMTD1,SARS-CoV-2_nsp10,P0DTC1
Q6ZRI6,C15orf39,SARS-CoV-2_nsp10,P0DTC1
Q96DZ5,CLIP3,SARS-CoV-2_nsp10,P0DTC1
Q8NE01,CNNM3,SARS-CoV-2_nsp10,P0DTC1
P54098,POLG,SARS-CoV-2_nsp10,P0DTC1
Q86Y13,DZIP3,SARS-CoV-2_nsp10,P0DTC1
Q7LGC8,CHST3,SARS-CoV-2_nsp10,P0DTC1
Q96LP6,C12orf42,SARS-CoV-2_nsp10,P0DTC1
G3V211,LINC01619,SARS-CoV-2_nsp10,P0DTC1
Q9GZS9,CHST5,SARS-CoV-2_nsp10,P0DTC1
Q9Y696,CLIC4,SARS-CoV-2_nsp10,P0DTC1
Q8WUH1,CHURC1,SARS-CoV-2_nsp10,P0DTC1
Q9NYP3,DONSON,SARS-CoV-2_nsp10,P0DTC1
P20849,COL9A1,SARS-CoV-2_nsp10,P0DTC1
Q9Y6N1,COX11,SARS-CoV-2_nsp10,P0DTC1
A8MU93,C17orf100,SARS-CoV-2_nsp10,P0DTC1
Q9P0S2,COX16,SARS-CoV-2_nsp10,P0DTC1
P53672,CRYBA2,SARS-CoV-2_nsp10,P0DTC1
Q5TCH4,CYP4A22,SARS-CoV-2_nsp10,P0DTC1
Q9Y6H8,GJA3,SARS-CoV-2_nsp10,P0DTC1
Q14999,CUL7,SARS-CoV-2_nsp10,P0DTC1
P49682,CXCR3,SARS-CoV-2_nsp10,P0DTC1
Q5HYN5,CT45A1,SARS-CoV-2_nsp10,P0DTC1
A0A1B0GTL2,C20orf204,SARS-CoV-2_nsp10,P0DTC1
P26196,DDX6,SARS-CoV-2_nsp10,P0DTC1
Q9UGM3,DMBT1,SARS-CoV-2_nsp10,P0DTC1
P49916,LIG3,SARS-CoV-2_nsp10,P0DTC1
Q9Y222,DMTF1,SARS-CoV-2_nsp10,P0DTC1
A0A2Z4LIS9,FOXO3B,SARS-CoV-2_nsp10,P0DTC1
Q9Y295,DRG1,SARS-CoV-2_nsp10,P0DTC1
O14640,DVL1,SARS-CoV-2_nsp10,P0DTC1
Q6V1X1,DPP8,SARS-CoV-2_nsp10,P0DTC1
Q3SY89,ELOA3BP,SARS-CoV-2_nsp10,P0DTC1
Q96KT0,FAM167A-AS1,SARS-CoV-2_nsp10,P0DTC1
Q4VXF1,FAM74A3,SARS-CoV-2_nsp10,P0DTC1
O76062,TM7SF2,SARS-CoV-2_nsp10,P0DTC1
A6NGS2,ERICH4,SARS-CoV-2_nsp10,P0DTC1
Q14507,EDDM3A,SARS-CoV-2_nsp10,P0DTC1
Q6ZNL6,FGD5,SARS-CoV-2_nsp10,P0DTC1
O95302,FKBP9,SARS-CoV-2_nsp10,P0DTC1
Q9GZV9,FGF23,SARS-CoV-2_nsp10,P0DTC1
Q86VR8,FJX1,SARS-CoV-2_nsp10,P0DTC1
Q9HCT0,FGF22,SARS-CoV-2_nsp10,P0DTC1
Q86WN1,FCHSD1,SARS-CoV-2_nsp10,P0DTC1
P37268,FDFT1,SARS-CoV-2_nsp10,P0DTC1
Q5VTH2,CFAP126,SARS-CoV-2_nsp10,P0DTC1
Q9BVA6,FICD,SARS-CoV-2_nsp10,P0DTC1
Q9UKT5,FBXO4,SARS-CoV-2_nsp10,P0DTC1
A6NMB9,FIGNL2,SARS-CoV-2_nsp10,P0DTC1
Q8TBE3,FNDC9,SARS-CoV-2_nsp10,P0DTC1
Q5CZC0,FSIP2,SARS-CoV-2_nsp10,P0DTC1
Q99999,GAL3ST1,SARS-CoV-2_nsp10,P0DTC1
Q9UFP1,GASK1A,SARS-CoV-2_nsp10,P0DTC1
Q9BWH2,FUNDC2,SARS-CoV-2_nsp10,P0DTC1
Q9UP38,FZD1,SARS-CoV-2_nsp10,P0DTC1
Q14353,GAMT,SARS-CoV-2_nsp10,P0DTC1
P85037,FOXK1,SARS-CoV-2_nsp10,P0DTC1
P23378,GLDC,SARS-CoV-2_nsp10,P0DTC1
O14626,GPR171,SARS-CoV-2_nsp10,P0DTC1
Q9Y4H4,GPSM3,SARS-CoV-2_nsp10,P0DTC1
P58166,INHBE,SARS-CoV-2_nsp10,P0DTC1
